name,price,price_per_gb,color,first_word_latency,cas_latency,speed_num,speed_value,modules_num,modules_value
G.Skill Trident Z 32 GB,75494.0,2359.2,White / Black,13.333,40.0,5,6000,2,16
Corsair Vengeance RGB 32 GB,9999.0,312.5,Black / Gray,12.857,36.0,5,5600,2,16
G.Skill Ripjaws V 128 GB,25999.0,203.10000000000002,Black,10.0,18.0,4,3600,4,32
Crucial CT2K32G48C40U5 64 GB,16065.0,250.99999999999997,Black,16.667,40.0,5,4800,2,32
Corsair Vengeance RGB 64 GB,21999.0,343.7,White / Black,13.333,40.0,5,6000,2,32
Kingston FURY Beast 16 GB,3499.0,218.7,Black / Silver,10.0,16.0,4,3200,2,8
Patriot Viper Elite II 8 GB,1998.0,249.8,Red / Black,11.25,18.0,4,3200,1,8
ADATA XPG GAMMIX D45 16 GB,5856.0,366.0,White,10.0,18.0,4,3600,2,8
Kingston FURY Beast 64 GB,15560.0,243.1,Black / Silver,10.0,16.0,4,3200,2,32
Kingston FURY Beast 64 GB,24805.0,387.59999999999997,Black / Silver,12.0,36.0,5,6000,2,32
Corsair Dominator Platinum RGB 32 GB,18499.0,578.1,White,10.0,18.0,4,3600,4,8
G.Skill Trident Z5 RGB 32 GB,21499.0,671.8,Black,9.474,36.0,5,7600,2,16
TEAMGROUP T-Force Delta RGB 32 GB,8499.0,265.6,Black,12.857,36.0,5,5600,2,16
Corsair Dominator Platinum RGB 32 GB,21499.0,671.8,Black,9.444,34.0,5,7200,2,16
G.Skill Trident Z5 RGB 32 GB,13999.0,437.5,Black / Silver,10.0,34.0,5,6800,2,16
Kingston FURY Beast RGB 16 GB,9243.0,577.7,Black,12.0,36.0,5,6000,2,8
G.Skill Ripjaws X 16 GB,3832.0,239.5,Black / Red,12.5,10.0,3,1600,2,8
G.Skill Trident Z5 RGB 32 GB,24599.0,768.7,Silver / Black,9.231,36.0,5,7800,2,16
Corsair Dominator Platinum RGB 32 GB,18999.0,593.7,Black,9.697,32.0,5,6600,2,16
Silicon Power XPOWER Zenith RGB Gaming 16 GB,3997.0,249.8,Black,10.0,16.0,4,3200,2,8
Kingston Fury Renegade RGB 32 GB,11340.0,354.4,Black / Silver,8.889,16.0,4,3600,2,16
Corsair Vengeance RGB Pro 32 GB,13999.0,437.5,Black,10.0,18.0,4,3600,4,8
Corsair Vengeance RGB 32 GB,12269.0,383.40000000000003,White / Black,11.25,36.0,5,6400,2,16
Crucial CT2K4G4DFS824A 8 GB,1898.0,237.3,Green,14.167,17.0,4,2400,2,4
Kingston Fury Renegade RGB 32 GB,16999.0,531.2,Silver / Black,10.0,32.0,5,6400,2,16
Patriot Viper 4 16 GB,12500.0,781.2,Red / Black,10.0,16.0,4,3200,2,8
Kingston FURY Beast 32 GB,11999.0,375.0,Black / Silver,12.0,36.0,5,6000,1,32
TEAMGROUP T-Force Vulcan Z 16 GB,3699.0,231.2,Red,10.0,18.0,4,3600,2,8
TEAMGROUP T-Force Vulcan Z 16 GB,3399.0,212.4,Red,10.0,16.0,4,3200,2,8
TEAMGROUP T-Force Xtreem ARGB 32 GB,8499.0,265.6,White,10.0,18.0,4,3600,2,16
G.Skill Trident Z Royal 16 GB,7798.0,487.4,Silver,10.0,16.0,4,3200,2,8
TEAMGROUP T-Force Vulcan 32 GB,7998.0,249.9,Red,11.429,32.0,5,5600,2,16
Corsair Vengeance 32 GB,14499.0,453.09999999999997,Black,9.697,32.0,5,6600,2,16
Corsair Dominator Platinum RGB 64 GB,28999.0,453.09999999999997,Black,10.0,30.0,5,6000,2,32
Silicon Power GAMING 16 GB,3297.0,206.1,Gray / Silver,10.0,18.0,4,3600,2,8
Corsair Vengeance LPX 16 GB,4394.0,274.6,Black / Yellow,12.003,16.0,4,2666,2,8
Crucial Ballistix MAX 16 GB,99500.0,6218.8,Black,7.451,19.0,4,5100,2,8
TEAMGROUP T-Force Delta RGB 32 GB,26999.0,843.6999999999999,White / Silver,9.5,38.0,5,8000,2,16
G.Skill Ripjaws S5 64 GB,25399.0,396.9,White,10.0,30.0,5,6000,2,32
Corsair Vengeance RGB Pro SL 32 GB,9499.0,296.8,White / Black,10.0,16.0,4,3200,2,16
G.Skill Aegis 32 GB,7520.0,235.0,Red / Black,14.167,17.0,4,2400,2,16
Corsair Vengeance RGB 64 GB,18999.0,296.9,White / Gray,15.385,40.0,5,5200,2,32
Patriot Signature 8 GB,1299.0,162.4,Black / Green,13.75,11.0,3,1600,1,8
OLOy MD4U1636181CHKDA 32 GB,6399.0,200.0,Black,10.0,18.0,4,3600,2,16
G.Skill Trident Z5 RGB 48 GB,31999.0,666.6,Silver / Black,10.0,40.0,5,8000,2,24
Kingston FURY Beast 32 GB,7498.999999999999,234.3,Black / Silver,10.0,16.0,4,3200,2,16
Corsair Vengeance LPX 64 GB,107141.0,1674.1,Black / Yellow,9.0,18.0,4,4000,2,32
G.Skill Trident Z5 RGB 32 GB,16599.0,518.7,Silver / Black,9.444,34.0,5,7200,2,16
TEAMGROUP Elite 16 GB,4299.0,268.7,Black,16.154,42.0,5,5200,2,8
Corsair Vengeance LPX 128 GB,27999.0,218.7,Black / Yellow,10.0,16.0,4,3200,4,32
Kingston FURY Beast RGB 16 GB,9814.0,613.4000000000001,Black,14.286,40.0,5,5600,2,8
G.Skill Flare X5 64 GB,17799.0,278.1,Black / White,12.857,36.0,5,5600,2,32
TEAMGROUP T-Force Delta RGB 32 GB,14399.0,450.0,Black / White,9.444,34.0,5,7200,2,16
TEAMGROUP T-Force Vulcan 16 GB,5999.0,374.90000000000003,Black,15.385,40.0,5,5200,2,8
Corsair Vengeance LPX 32 GB,6998.0,218.7,Black / Yellow,12.189,13.0,4,2133,2,16
Silicon Power XPOWER Zenith Gaming 32 GB,7998.999999999999,250.0,Black,14.286,40.0,5,5600,2,16
Corsair Vengeance RGB Pro SL 16 GB,5399.0,337.40000000000003,Black,10.0,16.0,4,3200,2,8
Kingston KVR1333D3N9/4G 4 GB,2122.0,530.5,Green,13.503,9.0,3,1333,1,4
G.Skill Ripjaws V 16 GB,3499.0,218.7,Black,10.0,16.0,4,3200,1,16
G.Skill Trident Z5 RGB 64 GB,19999.0,312.5,Black,12.0,36.0,5,6000,2,32
TEAMGROUP T-Force Xtreem ARGB 16 GB,8399.0,524.9,White,10.0,16.0,4,3200,2,8
G.Skill Ripjaws S5 32 GB,10499.0,328.1,White,10.667,32.0,5,6000,2,16
Patriot Viper 4 Blackout 64 GB,10999.0,171.9,Black,10.0,16.0,4,3200,2,32
Corsair Vengeance 64 GB,24499.0,382.8,Black / Gray,10.323,32.0,5,6200,4,16
PROXMEM KERBEROS 32 GB,8499.0,265.6,Black / Silver,12.0,36.0,5,6000,2,16
TEAMGROUP T-Create Expert 64 GB,18999.0,296.9,Black,10.625,34.0,5,6400,2,32
Crucial CT2K32G4DFD832A 64 GB,10825.0,169.1,Green / Black,13.75,22.0,4,3200,2,32
G.Skill Ripjaws V 32 GB,9799.0,306.2,Black,8.889,16.0,4,3600,4,8
Patriot Signature Premium 16 GB,3499.0,218.7,Black,14.254,19.0,4,2666,2,8
TEAMGROUP T-Force Delta RGB 64 GB,12499.0,195.3,White,10.0,18.0,4,3600,2,32
Corsair Vengeance RGB 64 GB,20799.0,325.0,Black,13.333,40.0,5,6000,2,32
TEAMGROUP T-Force Delta RGB 32 GB,9999.0,312.5,Black,12.5,40.0,5,6400,2,16
Patriot Viper 4 Blackout 8 GB,2199.0,274.90000000000003,Black,11.875,19.0,4,3200,2,4
G.Skill Aegis 8 GB,2113.0,264.1,Black / Red,10.667,16.0,4,3000,1,8
TEAMGROUP T-Force Delta RGB 16 GB,4199.0,262.40000000000003,White,10.667,16.0,4,3000,2,8
Patriot Viper Steel 16 GB,7898.999999999999,493.70000000000005,Silver / Black,8.636,19.0,4,4400,2,8
Kingston Server Premier 32 GB,8641.0,270.0,,13.75,22.0,4,3200,1,32
Corsair Dominator Platinum RGB 32 GB,15499.0,484.3,Black,12.0,36.0,5,6000,2,16
Crucial CT25664AA667 2 GB,1090.0,545.0,Green,14.993,5.0,2,667,1,2
G.Skill Trident Z Neo 32 GB,8799.0,275.0,Black / Silver,10.0,18.0,4,3600,2,16
G.Skill Trident Z5 RGB 32 GB,13599.0,425.0,White / Black,10.303,34.0,5,6600,2,16
Corsair Vengeance RGB 32 GB,10099.0,315.6,Black,12.857,36.0,5,5600,2,16
Corsair Dominator Platinum RGB 64 GB,22999.0,359.4,Black,15.385,40.0,5,5200,2,32
Corsair Vengeance 32 GB,10999.0,343.7,Black,12.0,36.0,5,6000,2,16
G.Skill Trident Z5 RGB 32 GB,10499.0,328.1,White / Black,12.0,36.0,5,6000,2,16
G.Skill Trident Z5 RGB 32 GB,11799.0,368.7,Black,10.0,28.0,5,5600,2,16
Patriot Viper Black 16 GB,6299.0,393.7,Black / White,14.286,40.0,5,5600,2,8
TEAMGROUP T-Create Classic 64 GB,16499.0,257.8,Black,16.0,48.0,5,6000,2,32
G.Skill Trident Z5 Neo RGB 32 GB,12299.0,384.3,Black,10.667,32.0,5,6000,2,16
TEAMGROUP T-Force Vulcan Z 32 GB,6798.0,212.4,Gray,9.0,18.0,4,4000,2,16
TEAMGROUP Elite 16 GB,1698.0,106.1,Black,13.75,11.0,3,1600,2,8
Corsair Vengeance 32 GB,15999.0,500.0,Gray,9.714,34.0,5,7000,2,16
PNY XLR8 Gaming EPIC-X RGB 16 GB,4499.0,281.2,Black,10.0,16.0,4,3200,2,8
G.Skill Trident Z RGB 16 GB,6998.999999999999,437.4,Black,8.889,16.0,4,3600,2,8
Corsair Vengeance RGB Pro 64 GB,17499.0,273.4,Black,10.0,18.0,4,3600,2,32
Corsair Vengeance RGB Pro SL 16 GB,6798.0,424.9,White / Black,10.0,18.0,4,3600,2,8
Patriot Signature Line 4 GB,1199.0,299.8,Black / Green,13.333,16.0,4,2400,1,4
Corsair Vengeance LPX 8 GB,2499.0,312.40000000000003,Black / Yellow,10.0,16.0,4,3200,1,8
Samsung M386A4G40DM0-CPB 32 GB,2899.0,90.60000000000001,Black / Green,14.065,15.0,4,2133,1,32
Kingston FURY Beast RGB 16 GB,4999.0,312.40000000000003,Black / Silver,10.0,16.0,4,3200,2,8
TEAMGROUP T-Force Delta RGB 64 GB,17999.0,281.2,Black / Silver,12.667,38.0,5,6000,2,32
G.Skill Trident Z RGB 64 GB,18499.0,289.0,Black,9.0,18.0,4,4000,2,32
Corsair Dominator Platinum RGB 64 GB,22999.0,359.4,White,15.385,40.0,5,5200,2,32
G.Skill Ripjaws S5 32 GB,8999.0,281.2,Black,13.846,36.0,5,5200,2,16
Corsair Vengeance LPX 16 GB,4399.0,274.90000000000003,Black,10.0,16.0,4,3200,2,8
G.Skill Trident Z5 RGB 48 GB,23999.0,500.0,Black,10.0,36.0,5,7200,2,24
Corsair Vengeance LPX 16 GB,4499.0,281.2,Black / Yellow,12.189,13.0,4,2133,2,8
TEAMGROUP T-Force Vulcan alpha 32 GB,7998.0,249.9,Black / Silver,14.286,40.0,5,5600,2,16
G.Skill Ripjaws S5 96 GB,24999.0,260.40000000000003,Black,14.286,40.0,5,5600,2,48
G.Skill Aegis 32 GB,5599.0,175.0,Red / Black,10.667,16.0,4,3000,2,16
Corsair Vengeance LPX 16 GB,4499.0,281.2,Black,10.667,16.0,4,3000,2,8
Corsair Vengeance RGB 32 GB,12499.0,390.6,Black,11.25,36.0,5,6400,2,16
G.Skill Trident Z5 RGB 32 GB,10499.0,328.1,Black,12.0,36.0,5,6000,2,16
Patriot Viper Steel 32 GB,6498.0,203.10000000000002,Silver / Black,10.0,18.0,4,3600,2,16
Kingston FURY Renegade 64 GB,27219.0,425.3,White / Silver,10.667,32.0,5,6000,2,32
Mushkin Enhanced Redline Stiletto 32 GB,6598.999999999999,206.2,Black,8.889,16.0,4,3600,2,16
Patriot Viper Black 32 GB,9499.0,296.8,Black / White,12.0,36.0,5,6000,2,16
TEAMGROUP T-Force Delta RGB 32 GB,14399.0,450.0,White / Gray,9.444,34.0,5,7200,2,16
Corsair Vengeance RGB RS 32 GB,7998.0,249.9,Black / Gray,10.0,16.0,4,3200,2,16
Corsair Vengeance RGB RT 32 GB,7998.0,249.9,White / Black,10.0,18.0,4,3600,2,16
Corsair Vengeance LPX 32 GB,9499.0,296.8,Black / Yellow,10.0,16.0,4,3200,4,8
Corsair Dominator Platinum RGB 32 GB,16999.0,531.2,Black,10.0,32.0,5,6400,2,16
G.Skill Trident Z RGB 128 GB,48899.0,382.0,Black,9.0,18.0,4,4000,4,32
Corsair Vengeance 64 GB,22999.0,359.4,Black / Gray,10.0,30.0,5,6000,2,32
Samsung M378A2K43CB1-CTD 16 GB,5498.0,343.6,Green / Black,14.254,19.0,4,2666,1,16
TEAMGROUP T-Force Vulcan alpha 32 GB,8098.0,253.10000000000002,Black / Silver,12.667,38.0,5,6000,2,16
G.Skill Ripjaws S5 32 GB,9799.0,306.2,Black,10.714,30.0,5,5600,2,16
Corsair Vengeance RGB 64 GB,20499.0,320.3,Black / Gray,12.857,36.0,5,5600,2,32
G.Skill Trident Z RGB 32 GB,7998.0,249.9,Black,10.0,16.0,4,3200,2,16
G.Skill Flare X 16 GB,6998.999999999999,437.4,Black,8.75,14.0,4,3200,2,8
TEAMGROUP T-Create Expert 32 GB,8999.0,281.2,Black,12.5,40.0,5,6400,2,16
Silicon Power XPOWER Turbine RGB 32 GB,5699.0,178.1,Silver / Black,10.0,16.0,4,3200,2,16
Kingston ValueRAM 8 GB,2379.0,297.40000000000003,Green / Black,14.254,19.0,4,2666,1,8
ADATA XPG SPECTRIX D50 32 GB,7998.0,249.9,White,10.0,16.0,4,3200,2,16
Crucial Ballistix 16 GB,8999.0,562.4,White,10.0,16.0,4,3200,2,8
Kingston FURY Beast RGB 32 GB,9599.0,300.0,Black,10.0,18.0,4,3600,2,16
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,3399.0,212.4,Gold / Black,10.0,16.0,4,3200,2,8
Corsair Vengeance 16 GB,5499.0,343.7,Black,15.385,40.0,5,5200,1,16
Corsair Dominator Platinum RGB 64 GB,35499.0,554.6999999999999,Black,10.0,32.0,5,6400,4,16
G.Skill Trident Z Neo 32 GB,12999.0,406.20000000000005,Silver / Black,10.0,18.0,4,3600,4,8
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,20999.0,328.1,Black,10.0,28.0,5,5600,2,32
G.Skill Trident Z Royal 32 GB,11599.0,362.5,Silver,9.0,18.0,4,4000,2,16
Corsair Vengeance 32 GB,10499.0,328.1,White,15.385,40.0,5,5200,2,16
Kingston FURY Beast 64 GB,20835.0,325.5,Black,15.833,38.0,5,4800,2,32
G.Skill Trident Z 32 GB,12499.0,390.6,White / Black,10.0,32.0,5,6400,2,16
Corsair Dominator Platinum RGB 16 GB,5499.0,343.7,Black,10.0,16.0,4,3200,2,8
Kingston FURY Beast 32 GB,11570.0,361.6,Black / Silver,15.833,38.0,5,4800,2,16
Kingston Fury Renegade RGB 32 GB,15499.0,484.3,Silver / Black,10.667,32.0,5,6000,2,16
G.Skill Trident Z5 32 GB,10299.0,321.8,Silver / Black,12.0,36.0,5,6000,2,16
Patriot Viper Steel 8 GB,2199.0,274.90000000000003,Silver / Black,10.0,16.0,4,3200,2,4
ADATA XPG GAMMIX D20 32 GB,6299.0,196.8,Black / Silver,10.0,16.0,4,3200,2,16
Kingston FURY Beast 32 GB,7998.999999999999,250.0,Black / Silver,10.0,18.0,4,3600,2,16
Corsair Vengeance LPX 16 GB,4999.0,312.40000000000003,Black / Yellow,10.0,18.0,4,3600,2,8
G.Skill Trident Z5 RGB 32 GB,13599.0,425.0,Black,10.303,34.0,5,6600,2,16
Kingston KSM29RD4/64HAR 64 GB,95566.0,1493.2,,14.32,21.0,4,2933,1,64
Patriot Viper Steel 8 GB,2099.0,262.40000000000003,Silver / Black,10.0,16.0,4,3200,1,8
TEAMGROUP T-Force Delta RGB 32 GB,8499.0,265.6,White,12.857,36.0,5,5600,2,16
Crucial CT8G48C40U5 8 GB,2636.0,329.5,Black,16.667,40.0,5,4800,1,8
Kingston KVR13N9S6/2 2 GB,500.0,250.0,Black / Green,13.503,9.0,3,1333,1,2
G.Skill Ripjaws V 64 GB,10499.0,164.0,Black,13.503,18.0,4,2666,2,32
Kingston FURY Beast 32 GB,7298.0,228.10000000000002,Black,10.0,16.0,4,3200,1,32
G.Skill Trident Z Royal 128 GB,54649.0,426.90000000000003,Silver,9.0,18.0,4,4000,4,32
G.Skill Ripjaws V 64 GB,17999.0,281.2,Black,9.0,18.0,4,4000,2,32
ADATA XPG LANCER 32 GB,8799.0,275.0,Black,14.615,38.0,5,5200,2,16
G.Skill Ripjaws V 16 GB,4199.0,262.40000000000003,Black / Red,12.5,15.0,4,2400,2,8
TEAMGROUP T-Force Xtreem ARGB 16 GB,6598.0,412.4,White,10.0,18.0,4,3600,2,8
G.Skill Trident Z5 RGB 32 GB,11799.0,368.7,White / Black,10.0,28.0,5,5600,2,16
G.Skill Ripjaws V 64 GB,14999.0,234.39999999999998,Black,10.0,18.0,4,3600,4,16
Corsair Dominator Platinum RGB 32 GB,13999.0,437.5,Black / Silver,15.385,40.0,5,5200,2,16
Klevv CRAS X RGB 16 GB,4599.0,287.40000000000003,Black,10.0,18.0,4,3600,2,8
G.Skill Ripjaws S5 64 GB,20999.0,328.1,Black,10.667,32.0,5,6000,2,32
Kingston FURY Beast 16 GB,6093.0,380.79999999999995,Black / Silver,15.385,40.0,5,5200,1,16
G.Skill Ripjaws S5 64 GB,16799.0,262.5,Black,13.846,36.0,5,5200,2,32
Corsair Vengeance 192 GB,59499.0,309.90000000000003,Black,14.615,38.0,5,5200,4,48
Corsair Dominator Platinum RGB 32 GB,16499.0,515.6,White,12.0,36.0,5,6000,2,16
G.Skill Ripjaws V 128 GB,25999.0,203.10000000000002,Black,10.0,16.0,4,3200,4,32
Corsair Vengeance 8 GB,4999.0,624.9,Black / Silver,11.25,9.0,3,1600,2,4
Corsair Vengeance RGB Pro 16 GB,5999.0,374.90000000000003,Black,10.667,16.0,4,3000,2,8
Kingston ValueRAM 4 GB,3064.0,766.0,Green,15.0,6.0,2,800,2,2
TEAMGROUP T-Create Classic 64 GB,15499.0,242.20000000000002,Black,16.429,46.0,5,5600,2,32
PNY XLR8 32 GB,5899.0,184.3,Black / Red,10.0,16.0,4,3200,2,16
Corsair Dominator Platinum RGB 32 GB,45345.0,1417.0,Black,14.615,38.0,5,5200,2,16
Kingston FURY Beast 16 GB,7570.0,473.09999999999997,Black,14.286,40.0,5,5600,2,8
G.Skill Ripjaws S5 64 GB,19499.0,304.7,White,10.0,28.0,5,5600,2,32
Corsair Vengeance LPX 8 GB,3499.0,437.4,Black / Yellow,12.003,16.0,4,2666,2,4
TEAMGROUP Elite 16 GB,3499.0,218.7,Black,16.154,42.0,5,5200,1,16
OLOy Blade 32 GB,13199.0,412.5,Black,10.0,32.0,5,6400,2,16
Corsair Vengeance RGB 64 GB,28099.0,438.99999999999994,Black / Gray,10.323,32.0,5,6200,4,16
Kingston FURY Beast 16 GB,6998.999999999999,437.4,Black,15.833,38.0,5,4800,2,8
Corsair Vengeance 64 GB,17999.0,281.2,White,15.385,40.0,5,5200,2,32
Crucial CT32G48C40U5 32 GB,7798.999999999999,243.7,Black,16.667,40.0,5,4800,1,32
Corsair Vengeance RGB 64 GB,24999.0,390.6,Black / Gray,10.0,32.0,5,6400,4,16
G.Skill Trident Z 32 GB,11499.0,359.3,Black,10.0,30.0,5,6000,2,16
TEAMGROUP Elite Plus 16 GB,3799.0,237.4,Black,16.667,40.0,5,4800,2,8
TEAMGROUP T-Force Delta RGB 16 GB,4199.0,262.40000000000003,Black,10.667,16.0,4,3000,2,8
Corsair Vengeance RGB Pro SL 32 GB,9999.0,312.5,Black,10.0,18.0,4,3600,2,16
G.Skill Ripjaws S5 32 GB,10899.0,340.6,White,10.0,30.0,5,6000,2,16
Patriot Viper Elite II 16 GB,2799.0,174.9,Red / Black,12.003,16.0,4,2666,1,16
Mushkin Enhanced Redline Stiletto 32 GB,6299.0,196.8,Black,10.0,18.0,4,3600,2,16
TEAMGROUP T-Force Vulcan Z 16 GB,4499.0,281.2,Gray,9.0,18.0,4,4000,2,8
Corsair Vengeance RGB 32 GB,15999.0,500.0,Black,9.697,32.0,5,6600,2,16
TEAMGROUP Elite 8 GB,1798.0,224.8,Black,14.254,19.0,4,2666,1,8
ADATA XPG GAMMIX D10 16 GB,10416.0,651.0,Black / White,10.0,16.0,4,3200,2,8
G.Skill Trident Z Neo 32 GB,9799.0,306.2,Black / Silver,9.0,18.0,4,4000,2,16
Corsair Vengeance LPX 32 GB,6798.999999999999,212.5,Black,10.0,18.0,4,3600,2,16
TEAMGROUP Elite Plus 64 GB,14799.0,231.2,Black,16.667,40.0,5,4800,2,32
Corsair Vengeance RGB 32 GB,12999.0,406.20000000000005,Black / Gray,10.0,30.0,5,6000,2,16
Timetec PINNACLE Konduit 16 GB,2999.0,187.4,White,10.0,16.0,4,3200,1,16
G.Skill Trident Z5 RGB 32 GB,11999.0,375.0,Black,10.0,32.0,5,6400,2,16
G.Skill Trident Z5 64 GB,34999.0,546.9,Black,10.0,30.0,5,6000,2,32
Silicon Power XPOWER Zenith RGB Gaming 32 GB,7898.999999999999,246.8,Black,14.286,40.0,5,5600,2,16
Corsair Vengeance 48 GB,17499.0,364.59999999999997,Black,11.429,40.0,5,7000,2,24
TEAMGROUP T-Create Expert 96 GB,40999.0,427.09999999999997,White,10.588,36.0,5,6800,2,48
G.Skill Ripjaws V 16 GB,3899.0,243.7,Red,10.0,16.0,4,3200,2,8
Kingston FURY Beast RGB 64 GB,22999.0,359.4,Black,14.286,40.0,5,5600,2,32
G.Skill Ripjaws V 128 GB,21999.0,171.9,Black,13.503,18.0,4,2666,4,32
Corsair Vengeance RGB RS 16 GB,6698.0,418.6,Black / Gray,10.0,18.0,4,3600,2,8
Corsair Vengeance 64 GB,27499.0,429.7,Black / Gray,10.0,32.0,5,6400,4,16
Crucial CT2K16G56C46U5 32 GB,9799.0,306.2,Black,16.429,46.0,5,5600,2,16
G.Skill Aegis 32 GB,5499.0,171.8,Black / Red,14.254,19.0,4,2666,2,16
Kingston Renegade Silver 32 GB,14065.0,439.49999999999994,Silver / Black,10.667,32.0,5,6000,2,16
G.Skill Aegis 32 GB,7498.0,234.3,Red / Black,10.0,16.0,4,3200,4,8
Kingston KVR1333D3N9HK2/8G 8 GB,4999.0,624.9,Green,13.503,9.0,3,1333,2,4
G.Skill Trident Z Neo 64 GB,14999.0,234.39999999999998,Silver / Black,10.0,18.0,4,3600,2,32
Patriot Viper Steel 64 GB,11999.0,187.5,Silver / Black,10.0,18.0,4,3600,2,32
TEAMGROUP Elite Plus 8 GB,1998.0,249.8,Black,16.667,40.0,5,4800,1,8
OLOy WarHawk RGB 16 GB,4699.0,293.7,Black / Gold,10.0,16.0,4,3200,2,8
OLOy Blade RGB 32 GB,12799.0,400.0,Black,10.667,32.0,5,6000,2,16
Kingston FURY Beast 16 GB,6998.0,437.4,Black / Silver,13.846,36.0,5,5200,2,8
Corsair Vengeance 96 GB,29499.0,307.3,Black,14.286,40.0,5,5600,2,48
Corsair Vengeance LPX 16 GB,5434.0,339.59999999999997,White,10.0,16.0,4,3200,2,8
PNY XLR8 32 GB,6099.0,190.6,Black,10.0,18.0,4,3600,2,16
TEAMGROUP T-Force Xtreem ARGB 32 GB,14999.0,468.70000000000005,White,7.778,14.0,4,3600,2,16
TEAMGROUP T-Force Vulcan 32 GB,7998.999999999999,250.0,Red,12.667,38.0,5,6000,2,16
Crucial Ballistix 16 GB,7498.0,468.6,Red,10.0,15.0,4,3000,2,8
Neo Forza FAYE 32 GB,5549.0,173.4,Black / Silver,9.5,19.0,4,4000,2,16
G.Skill Flare X5 32 GB,9499.0,296.8,Black,12.857,36.0,5,5600,2,16
Corsair Dominator Platinum RGB 64 GB,27826.0,434.8,Black,12.857,36.0,5,5600,4,16
TEAMGROUP T-Force Delta RGB 32 GB,12499.0,390.6,Black / Silver,10.0,34.0,5,6800,2,16
ADATA XPG LANCER RGB 32 GB,9999.0,312.5,Black,14.615,38.0,5,5200,2,16
Corsair Vengeance 32 GB,13999.0,437.5,Black,11.765,40.0,5,6800,2,16
Corsair Dominator Platinum RGB 64 GB,26499.0,413.99999999999994,Black,10.0,18.0,4,3600,4,16
Corsair Dominator Platinum 32 GB,167447.0,5232.7,Black / Silver,11.253,15.0,4,2666,4,8
Corsair Dominator Platinum RGB 64 GB,27299.0,426.49999999999994,Black,10.0,30.0,5,6000,2,32
Corsair Vengeance RGB Pro 16 GB,9499.0,593.7,Black,9.0,18.0,4,4000,2,8
G.Skill Aegis 8 GB,2270.0,283.70000000000005,Red / Black,10.0,16.0,4,3200,1,8
G.Skill Trident Z Royal 32 GB,9999.0,312.5,Silver,10.0,16.0,4,3200,2,16
Corsair Vengeance 64 GB,18999.0,296.9,Black / Gray,14.286,40.0,5,5600,2,32
Kingston FURY Beast RGB 16 GB,8842.0,552.6,Black,12.857,36.0,5,5600,2,8
G.Skill Trident Z5 RGB 64 GB,21799.0,340.6,White / Black,10.0,30.0,5,6000,2,32
Mushkin Enhanced Redline Stiletto 64 GB,10299.0,160.9,Black / Silver,10.0,18.0,4,3600,2,32
Kingston Server Premier 64 GB,16999.0,265.6,,13.75,22.0,4,3200,1,64
Crucial CT16G56C46U5 16 GB,4799.0,299.90000000000003,Black,16.429,46.0,5,5600,1,16
Corsair Vengeance 64 GB,31274.0,488.69999999999993,Black,12.857,36.0,5,5600,4,16
Kingston KTH-PL426LQ/64G 64 GB,17900.0,279.7,Green / Black,14.254,19.0,4,2666,1,64
TEAMGROUP T-Force Vulcan 64 GB,14399.0,225.0,Black,15.385,40.0,5,5200,2,32
G.Skill Trident Z Royal 16 GB,7698.999999999999,481.20000000000005,Silver,10.0,18.0,4,3600,2,8
Crucial CT8G4DFS824A 8 GB,2026.0,253.29999999999998,Green,14.167,17.0,4,2400,1,8
Crucial CT4G4DFS824A 4 GB,1499.0,374.8,Black / Green,14.167,17.0,4,2400,1,4
G.Skill F4-3200C16D-32GTZ 32 GB,7091.0,221.60000000000002,Gray / Red,10.0,16.0,4,3200,2,16
Mushkin Enhanced Redline Stiletto 16 GB,5499.0,343.7,Black,7.778,14.0,4,3600,2,8
G.Skill Trident Z 32 GB,11899.0,371.8,Black,10.0,32.0,5,6400,2,16
Corsair Vengeance 32 GB,11499.0,359.3,Black,13.333,40.0,5,6000,2,16
Corsair Vengeance RGB Pro SL 32 GB,9499.0,296.8,Black,10.0,16.0,4,3200,2,16
Kingston FURY Beast RGB 16 GB,9042.0,565.1,Black,15.833,38.0,5,4800,2,8
Corsair Vengeance LPX 32 GB,7298.0,228.10000000000002,Black,10.667,16.0,4,3000,2,16
Corsair Dominator Platinum RGB 32 GB,18499.0,578.1,Black,10.0,18.0,4,3600,4,8
Patriot Viper Elite II 16 GB,4799.0,299.90000000000003,Red / Black,10.0,20.0,4,4000,2,8
G.Skill Trident Z RGB 16 GB,5499.0,343.7,Black,10.667,16.0,4,3000,2,8
Corsair Vengeance LPX 32 GB,6998.0,218.7,Black / Yellow,12.003,16.0,4,2666,2,16
G.Skill Trident Z Neo 32 GB,39900.0,1246.8999999999999,Black / Silver,7.778,14.0,4,3600,2,16
TEAMGROUP T-Force Zeus 32 GB,5099.0,159.3,Red / Silver,10.0,16.0,4,3200,2,16
Corsair Vengeance 32 GB,11499.0,359.3,White / Gray,12.0,36.0,5,6000,2,16
TEAMGROUP T-Force Vulcan 32 GB,7998.0,249.9,Black,15.385,40.0,5,5200,2,16
Kingston Fury Beast RGB Special Edition 32 GB,10583.0,330.7,White,10.0,18.0,4,3600,2,16
