gpu,memory,core_clock,boost_clock,boost_clock,length,rating,architecture,year,power_consumption,average_price
GeForce RTX 3080 Ti,12.0,1365.0,1770.0,1770.0,324.0,70.35,Ampere,2021,350,123265.19047619047
GeForce RTX 4080,16.0,2205.0,2520.0,2520.0,322.0,89.97,Ada Lovelace,2022,320,131353.42253521126
Arc A750,8.0,2200.0,,,271.0,31.65,Generation 12.7,2022,225,
Radeon RX 6700 XT,12.0,2321.0,2581.0,2581.0,267.0,51.62,RDNA 2.0,2021,230,67413.57142857143
GeForce RTX 3070,8.0,1500.0,1830.0,1830.0,323.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3070,8.0,1500.0,1815.0,1815.0,300.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3080 Ti,12.0,1365.0,1845.0,1845.0,318.0,70.35,Ampere,2021,350,123265.19047619047
GeForce RTX 4090,24.0,2230.0,2520.0,2520.0,332.0,100.0,Ada Lovelace,2022,450,260000.0
Radeon RX 7900 XTX,24.0,2300.0,2500.0,2500.0,276.0,80.65,RDNA 3.0,2022,355,113740.7
GeForce RTX 4070 Ti,12.0,2310.0,2610.0,2610.0,305.0,82.62,Ada Lovelace,2023,285,95199.0447761194
GeForce GTX 1050 Ti,4.0,1290.0,1392.0,1392.0,166.0,16.43,Pascal,2016,70,15100.314285714288
GeForce RTX 3060 Ti,8.0,1410.0,1845.0,1845.0,323.0,53.15,Ampere,2020,200,47190.90540540541
Radeon RX 6500 XT,4.0,2310.0,2825.0,2825.0,250.0,24.86,RDNA 2.0,2022,107,18785.066666666666
GeForce GTX 970,4.0,1140.0,1279.0,1279.0,269.0,25.05,Maxwell 2.0,2014,150,
GeForce RTX 4060 Ti,8.0,2310.0,,,301.0,59.35,Ada Lovelace,2023,160,47786.545454545456
Radeon RX 6400,4.0,1923.0,,,170.0,19.85,RDNA 2.0,2022,53,
Radeon RX 7600,8.0,1720.0,2655.0,2655.0,212.0,43.17,RDNA 3.0,2023,165,29762.666666666668
Radeon RX 6650 XT,8.0,2055.0,2694.0,2694.0,274.0,44.75,RDNA 2.0,2022,176,33281.8
GeForce RTX 4090,24.0,2235.0,2550.0,2550.0,336.0,100.0,Ada Lovelace,2022,450,260000.0
Radeon RX 6950 XT,16.0,1890.0,2495.0,2495.0,332.0,73.21,RDNA 2.0,2022,335,72817.5
GeForce RTX 4090,24.0,2235.0,2520.0,2520.0,356.0,100.0,Ada Lovelace,2022,450,260000.0
GeForce RTX 3060 Ti,8.0,1410.0,1695.0,1695.0,242.0,53.15,Ampere,2020,200,47190.90540540541
GeForce GT 730,2.0,902.0,927.0,927.0,148.0,2.16,Fermi,2014,49,
GeForce RTX 4060 Ti,8.0,2310.0,2535.0,2535.0,245.0,59.35,Ada Lovelace,2023,160,47786.545454545456
Radeon RX 6500 XT,4.0,2310.0,,,165.0,24.86,RDNA 2.0,2022,107,18785.066666666666
Radeon RX 7900 XTX,24.0,2300.0,2680.0,2680.0,335.0,80.65,RDNA 3.0,2022,355,113740.7
Radeon RX 6950 XT,16.0,1890.0,2454.0,2454.0,325.0,73.21,RDNA 2.0,2022,335,72817.5
GeForce GTX 1080,8.0,1670.0,1835.0,1835.0,298.0,40.44,Pascal,2016,180,56019.25
GeForce RTX 4070,12.0,1920.0,2550.0,2550.0,323.0,70.04,Ada Lovelace,2023,200,80861.27692307692
Radeon RX 6750 XT,12.0,2150.0,2618.0,2618.0,280.0,54.07,RDNA 2.0,2022,250,45807.4
GeForce RTX 4060,8.0,1830.0,,,281.0,51.51,Ada Lovelace,2023,115,44055.95714285714
Radeon RX 5600 XT,6.0,1235.0,1620.0,1620.0,240.0,35.28,RDNA 1.0,2020,150,31489.729166666668
GeForce RTX 2080 Ti,11.0,1350.0,1755.0,1755.0,327.0,56.42,Turing,2018,250,93124.89393939394
GeForce RTX 2060,6.0,1365.0,1755.0,1755.0,226.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 4070 Ti,12.0,2310.0,2655.0,2655.0,342.0,82.62,Ada Lovelace,2023,285,95199.0447761194
GeForce RTX 4090,24.0,2235.0,2520.0,2520.0,340.0,100.0,Ada Lovelace,2022,450,260000.0
GeForce RTX 3070,8.0,1500.0,1755.0,1755.0,232.0,58.04,Ampere,2020,220,57456.90140845071
GeForce GTX 1660 Ti,6.0,1500.0,1875.0,1875.0,247.0,33.55,Turing,2019,120,27207.916666666668
GeForce RTX 4080,16.0,2205.0,2550.0,2550.0,357.0,89.97,Ada Lovelace,2022,320,131353.42253521126
GeForce RTX 4070,12.0,1920.0,2475.0,2475.0,305.0,70.04,Ada Lovelace,2023,200,80861.27692307692
GeForce GTX 1050,2.0,1417.0,1556.0,1556.0,219.0,13.08,Pascal,2016,60,14607.861111111111
GeForce RTX 3060 Ti,8.0,1410.0,1710.0,1710.0,202.0,53.15,Ampere,2020,200,47190.90540540541
GeForce RTX 2080 Ti,11.0,1350.0,1635.0,1635.0,267.0,56.42,Turing,2018,250,93124.89393939394
GeForce RTX 4080,16.0,2205.0,2565.0,2565.0,236.0,89.97,Ada Lovelace,2022,320,131353.42253521126
GeForce RTX 4090,24.0,2235.0,2595.0,2595.0,352.0,100.0,Ada Lovelace,2022,450,260000.0
Radeon RX 570,8.0,1168.0,1286.0,1286.0,243.0,18.11,GCN 4.0,2017,120,36880.112676056335
Radeon RX 6600 XT,8.0,1968.0,,,269.0,42.95,RDNA 2.0,2021,160,38651.90625
GeForce RTX 3070 Ti,8.0,1575.0,1815.0,1815.0,285.0,61.17,Ampere,2021,290,63590.19047619047
Radeon RX 580,8.0,1257.0,1366.0,1366.0,269.0,23.01,GCN 4.0,2017,185,21861.52857142857
Radeon RX 5700 XT,8.0,1670.0,1925.0,1925.0,254.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce RTX 4090,24.0,2235.0,2580.0,2580.0,280.0,100.0,Ada Lovelace,2022,450,260000.0
GeForce RTX 3090,24.0,1395.0,,,305.0,69.44,Ampere,2020,350,156024.11111111112
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,229.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 3070,8.0,1500.0,1755.0,1755.0,305.0,58.04,Ampere,2020,220,57456.90140845071
Radeon RX 7900 XT,20.0,2000.0,2560.0,2560.0,320.0,75.18,RDNA 3.0,2022,300,113740.7
GeForce RTX 4070,12.0,1920.0,2550.0,2550.0,269.0,70.04,Ada Lovelace,2023,200,80861.27692307692
GeForce GTX 1080,8.0,1607.0,1733.0,1733.0,267.0,40.44,Pascal,2016,180,56019.25
GeForce RTX 3080 Ti,12.0,1365.0,1770.0,1770.0,320.0,70.35,Ampere,2021,350,123265.19047619047
GeForce GTX 1660,6.0,1530.0,1830.0,1830.0,202.0,30.32,Turing,2019,120,24873.18918918919
GeForce RTX 2070,8.0,1410.0,1845.0,1845.0,305.0,41.94,Turing,2018,175,43462.75
GeForce GTX 1070,8.0,1506.0,1797.0,1797.0,279.0,35.12,Pascal,2016,150,33152.86486486487
GeForce RTX 3080 Ti,12.0,1365.0,1725.0,1725.0,300.0,70.35,Ampere,2021,350,123265.19047619047
GeForce RTX 4080,16.0,2205.0,2535.0,2535.0,358.0,89.97,Ada Lovelace,2022,320,131353.42253521126
Arc A770,8.0,2200.0,,,305.0,34.08,Generation 12.7,2022,225,
GeForce GTX 1650 SUPER,4.0,1530.0,1740.0,1740.0,180.0,26.43,Turing,2019,100,21592.88888888889
GeForce RTX 4090,24.0,2235.0,2520.0,2520.0,329.0,100.0,Ada Lovelace,2022,450,260000.0
Radeon RX 6600 XT,8.0,1968.0,2593.0,2593.0,220.0,42.95,RDNA 2.0,2021,160,38651.90625
GeForce RTX 4070 Ti,12.0,2310.0,2760.0,2760.0,300.0,82.62,Ada Lovelace,2023,285,95199.0447761194
Radeon RX 7600,8.0,1720.0,2745.0,2745.0,245.0,43.17,RDNA 3.0,2023,165,29762.666666666668
Radeon RX 6650 XT,8.0,2055.0,2694.0,2694.0,278.0,44.75,RDNA 2.0,2022,176,33281.8
GeForce GTX 1080 Ti,11.0,1569.0,1683.0,1683.0,290.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 3090,24.0,1395.0,,,300.0,69.44,Ampere,2020,350,156024.11111111112
GeForce RTX 4060 Ti,8.0,2310.0,2550.0,2550.0,226.0,59.35,Ada Lovelace,2023,160,47786.545454545456
Radeon RX 5700 XT,8.0,1770.0,2010.0,2010.0,306.0,42.89,RDNA 1.0,2019,225,45489.32876712329
Radeon RX 580,8.0,1257.0,1370.0,1370.0,236.0,23.01,GCN 4.0,2017,185,21861.52857142857
Radeon RX 580,8.0,1257.0,1411.0,1411.0,260.0,23.01,GCN 4.0,2017,185,21861.52857142857
Radeon RX 6650 XT,8.0,2055.0,2635.0,2635.0,282.0,44.75,RDNA 2.0,2022,176,33281.8
GeForce GTX 1650 SUPER,4.0,1530.0,1755.0,1755.0,202.0,26.43,Turing,2019,100,21592.88888888889
GeForce RTX 3080 Ti,12.0,1365.0,1695.0,1695.0,318.0,70.35,Ampere,2021,350,123265.19047619047
Radeon RX 6900 XT,16.0,1825.0,2340.0,2340.0,324.0,69.52,RDNA 2.0,2020,300,118242.23809523808
GeForce RTX 3070,8.0,1500.0,1755.0,1755.0,267.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 4070 Ti,12.0,2310.0,2625.0,2625.0,337.0,82.62,Ada Lovelace,2023,285,95199.0447761194
Radeon RX 6800 XT,16.0,1825.0,2250.0,2250.0,267.0,65.0,RDNA 2.0,2020,300,100541.47368421052
Radeon RX 5500 XT,8.0,1685.0,1845.0,1845.0,247.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 6950 XT,16.0,1890.0,2324.0,2324.0,320.0,73.21,RDNA 2.0,2022,335,72817.5
Radeon RX 5700 XT,8.0,1605.0,1905.0,1905.0,300.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 970,4.0,1050.0,1178.0,1178.0,267.0,25.05,Maxwell 2.0,2014,150,
Radeon RX 6500 XT,4.0,2310.0,,,191.0,24.86,RDNA 2.0,2022,107,18785.066666666666
Radeon RX 6700 XT,12.0,2321.0,2622.0,2622.0,310.0,51.62,RDNA 2.0,2021,230,67413.57142857143
Radeon RX 580,8.0,1257.0,1340.0,1340.0,243.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce RTX 2080,8.0,1515.0,1710.0,1710.0,268.0,48.79,Turing,2018,215,72597.38235294117
Radeon RX 7600,8.0,1720.0,2695.0,2695.0,269.0,43.17,RDNA 3.0,2023,165,29762.666666666668
GeForce GTX 1070,8.0,1594.0,1784.0,1784.0,267.0,35.12,Pascal,2016,150,33152.86486486487
GeForce RTX 4070,12.0,1920.0,2535.0,2535.0,308.0,70.04,Ada Lovelace,2023,200,80861.27692307692
GeForce GTX 1070 Ti,8.0,1607.0,1683.0,1683.0,267.0,38.18,Pascal,2017,180,34830.5
RTX A4000,16.0,735.0,1560.0,1560.0,241.0,50.66,Ampere,2021,140,
Radeon RX 6700 XT,12.0,2321.0,2622.0,2622.0,295.0,51.62,RDNA 2.0,2021,230,67413.57142857143
GeForce RTX 4060,8.0,1830.0,,,272.0,51.51,Ada Lovelace,2023,115,44055.95714285714
GeForce RTX 3090 Ti,24.0,1560.0,1920.0,1920.0,325.0,77.01,Ampere,2022,450,122757.8947368421
GeForce RTX 4060 Ti,16.0,2310.0,2535.0,2535.0,226.0,59.35,Ada Lovelace,2023,160,47786.545454545456
GeForce RTX 3070,8.0,1500.0,1845.0,1845.0,290.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3070,8.0,1500.0,1770.0,1770.0,282.0,58.04,Ampere,2020,220,57456.90140845071
Radeon RX 6400,4.0,1923.0,,,155.0,19.85,RDNA 2.0,2022,53,
GeForce GTX 1050 Ti,4.0,1290.0,1493.0,1493.0,229.0,16.43,Pascal,2016,70,15100.314285714288
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,210.0,36.76,Turing,2019,160,37083.05882352941
Radeon RX 6700 XT,12.0,2321.0,2581.0,2581.0,305.0,51.62,RDNA 2.0,2021,230,67413.57142857143
GeForce RTX 3070 Ti,8.0,1575.0,1800.0,1800.0,318.0,61.17,Ampere,2021,290,63590.19047619047
GeForce RTX 4070 Ti,12.0,2310.0,2610.0,2610.0,307.0,82.62,Ada Lovelace,2023,285,95199.0447761194
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,190.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 4060 Ti,8.0,2310.0,2655.0,2655.0,300.0,59.35,Ada Lovelace,2023,160,47786.545454545456
GeForce RTX 4070 Ti,12.0,2310.0,2670.0,2670.0,342.0,82.62,Ada Lovelace,2023,285,95199.0447761194
Radeon RX 7900 XT,20.0,2000.0,2535.0,2535.0,338.0,75.18,RDNA 3.0,2022,300,113740.7
GeForce RTX 3080 Ti,12.0,1365.0,1785.0,1785.0,356.0,70.35,Ampere,2021,350,123265.19047619047
Radeon RX 6650 XT,8.0,2055.0,2694.0,2694.0,281.0,44.75,RDNA 2.0,2022,176,33281.8
Radeon RX 6750 XT,12.0,2150.0,2623.0,2623.0,296.0,54.07,RDNA 2.0,2022,250,45807.4
Radeon RX 6400,4.0,1923.0,,,172.0,19.85,RDNA 2.0,2022,53,
Radeon RX 6700 XT,12.0,2457.0,2622.0,2622.0,323.0,51.62,RDNA 2.0,2021,230,67413.57142857143
GeForce RTX 3060 Ti,8.0,1410.0,1680.0,1680.0,242.0,53.15,Ampere,2020,200,47190.90540540541
GeForce RTX 4070 Ti,12.0,2310.0,2700.0,2700.0,356.0,82.62,Ada Lovelace,2023,285,95199.0447761194
Radeon RX 6500 XT,4.0,2365.0,2820.0,2820.0,240.0,24.86,RDNA 2.0,2022,107,18785.066666666666
GeForce GTX 1080,8.0,1721.0,1860.0,1860.0,267.0,40.44,Pascal,2016,180,56019.25
Radeon RX 6600,8.0,1626.0,2491.0,2491.0,220.0,39.38,RDNA 2.0,2021,132,35546.67272727273
TITAN RTX,24.0,1350.0,1770.0,1770.0,267.0,49.03,Turing,2018,280,
Radeon RX 6500 XT,4.0,2310.0,2825.0,2825.0,282.0,24.86,RDNA 2.0,2022,107,18785.066666666666
GeForce GT 1030,2.0,1278.0,1531.0,1531.0,184.0,6.38,Pascal,2017,30,
GeForce GTX 1660 Ti,6.0,1500.0,1830.0,1830.0,204.0,33.55,Turing,2019,120,27207.916666666668
GeForce RTX 3060 Ti,8.0,1410.0,1830.0,1830.0,323.0,53.15,Ampere,2020,200,47190.90540540541
GeForce RTX 2080,8.0,1515.0,1800.0,1800.0,267.0,48.79,Turing,2018,215,72597.38235294117
GeForce GTX 1050 Ti,4.0,1366.0,1506.0,1506.0,219.0,16.43,Pascal,2016,70,15100.314285714288
GeForce RTX 4080,16.0,2205.0,2505.0,2505.0,329.0,89.97,Ada Lovelace,2022,320,131353.42253521126
GeForce GT 730,2.0,902.0,,,144.0,2.16,Fermi,2014,49,
GeForce RTX 4060,8.0,1830.0,,,299.0,51.51,Ada Lovelace,2023,115,44055.95714285714
GeForce RTX 3090,24.0,1395.0,1875.0,1875.0,336.0,69.44,Ampere,2020,350,156024.11111111112
GeForce RTX 3060 Ti,8.0,1410.0,1695.0,1695.0,222.0,53.15,Ampere,2020,200,47190.90540540541
Radeon RX 580,8.0,1257.0,1355.0,1355.0,232.0,23.01,GCN 4.0,2017,185,21861.52857142857
Radeon RX 6750 XT,12.0,2150.0,2623.0,2623.0,310.0,54.07,RDNA 2.0,2022,250,45807.4
GeForce RTX 3070,8.0,1500.0,1905.0,1905.0,318.0,58.04,Ampere,2020,220,57456.90140845071
Radeon RX 6800 XT,16.0,1825.0,2285.0,2285.0,286.0,65.0,RDNA 2.0,2020,300,100541.47368421052
Radeon RX 570,4.0,1168.0,1284.0,1284.0,230.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce GT 1030,2.0,1290.0,1544.0,1544.0,168.0,6.38,Pascal,2017,30,
Radeon RX 7600,8.0,1720.0,2755.0,2755.0,305.0,43.17,RDNA 3.0,2023,165,29762.666666666668
Radeon RX 6800 XT,16.0,1850.0,2285.0,2285.0,324.0,65.0,RDNA 2.0,2020,300,100541.47368421052
Radeon RX 6800 XT,16.0,1825.0,,,310.0,65.0,RDNA 2.0,2020,300,100541.47368421052
Radeon RX 6600 XT,8.0,2092.0,2589.0,2589.0,241.0,42.95,RDNA 2.0,2021,160,38651.90625
GeForce GTX 1080 Ti,11.0,1556.0,1670.0,1670.0,267.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 4080,16.0,2205.0,2565.0,2565.0,356.0,89.97,Ada Lovelace,2022,320,131353.42253521126
Radeon RX 6900 XT,16.0,1825.0,2340.0,2340.0,320.0,69.52,RDNA 2.0,2020,300,118242.23809523808
GeForce GTX 1650 SUPER,4.0,1530.0,1755.0,1755.0,248.0,26.43,Turing,2019,100,21592.88888888889
Radeon RX 6600 XT,8.0,1968.0,2607.0,2607.0,240.0,42.95,RDNA 2.0,2021,160,38651.90625
GeForce RTX 4090,24.0,2235.0,2610.0,2610.0,329.0,100.0,Ada Lovelace,2022,450,260000.0
Radeon RX 6600 XT,8.0,1968.0,2607.0,2607.0,251.0,42.95,RDNA 2.0,2021,160,38651.90625
Radeon RX 6800 XT,16.0,1825.0,2340.0,2340.0,320.0,65.0,RDNA 2.0,2020,300,100541.47368421052
GeForce RTX 3090 Ti,24.0,1560.0,1950.0,1950.0,326.0,77.01,Ampere,2022,450,122757.8947368421
Radeon RX 6800 XT,16.0,1875.0,2310.0,2310.0,330.0,65.0,RDNA 2.0,2020,300,100541.47368421052
Radeon RX 6650 XT,8.0,2055.0,2689.0,2689.0,220.0,44.75,RDNA 2.0,2022,176,33281.8
Radeon RX 6750 XT,12.0,2150.0,2600.0,2600.0,267.0,54.07,RDNA 2.0,2022,250,45807.4
Radeon RX 5600 XT,6.0,1247.0,1750.0,1750.0,254.0,35.28,RDNA 1.0,2020,150,31489.729166666668
GeForce GTX 1070 Ti,8.0,1607.0,1759.0,1759.0,298.0,38.18,Pascal,2017,180,34830.5
GeForce RTX 4060,8.0,1830.0,2475.0,2475.0,222.0,51.51,Ada Lovelace,2023,115,44055.95714285714
Radeon RX 7900 XT,20.0,2000.0,2560.0,2560.0,345.0,75.18,RDNA 3.0,2022,300,113740.7
Radeon RX 6700 XT,12.0,2321.0,,,322.0,51.62,RDNA 2.0,2021,230,67413.57142857143
GeForce RTX 3090,24.0,1395.0,1755.0,1755.0,320.0,69.44,Ampere,2020,350,156024.11111111112
Radeon RX 5700 XT,8.0,1810.0,2025.0,2025.0,315.0,42.89,RDNA 1.0,2019,225,45489.32876712329
RTX A4500,20.0,1050.0,1650.0,1650.0,267.0,56.07,Ampere,2021,200,
Radeon RX 6900 XT,16.0,1825.0,2425.0,2425.0,320.0,69.52,RDNA 2.0,2020,300,118242.23809523808
GeForce RTX 3090 Ti,24.0,1560.0,1980.0,1980.0,293.0,77.01,Ampere,2022,450,122757.8947368421
GeForce GTX 970,4.0,1114.0,1253.0,1253.0,280.0,25.05,Maxwell 2.0,2014,150,
GeForce GTX 1070,8.0,1594.0,1822.0,1822.0,280.0,35.12,Pascal,2016,150,33152.86486486487
Radeon RX 6650 XT,8.0,2055.0,2694.0,2694.0,243.0,44.75,RDNA 2.0,2022,176,33281.8
Radeon HD 5450,1.0,650.0,,,152.0,0.35,TeraScale 2,2010,19,
GeForce RTX 2080 Ti,11.0,1350.0,1755.0,1755.0,302.0,56.42,Turing,2018,250,93124.89393939394
Radeon RX 5700 XT,8.0,1670.0,1925.0,1925.0,232.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 1080 Ti,11.0,1569.0,1708.0,1708.0,298.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 3070 Ti,8.0,1575.0,1770.0,1770.0,305.0,61.17,Ampere,2021,290,63590.19047619047
Radeon RX 6900 XT,16.0,1825.0,2250.0,2250.0,267.0,69.52,RDNA 2.0,2020,300,118242.23809523808
GeForce RTX 3070 Ti,8.0,1575.0,1830.0,1830.0,317.0,61.17,Ampere,2021,290,63590.19047619047
GeForce GTX 1070,8.0,1582.0,1797.0,1797.0,240.0,35.12,Pascal,2016,150,33152.86486486487
GeForce RTX 4080,16.0,2205.0,2580.0,2580.0,352.0,89.97,Ada Lovelace,2022,320,131353.42253521126
Radeon RX 6500 XT,4.0,2310.0,2825.0,2825.0,232.0,24.86,RDNA 2.0,2022,107,18785.066666666666
GeForce RTX 3080 Ti,12.0,1365.0,1695.0,1695.0,305.0,70.35,Ampere,2021,350,123265.19047619047
GeForce GT 710,2.0,954.0,954.0,954.0,146.0,1.63,Kepler 2.0,2014,19,
Radeon RX 7600,8.0,1720.0,2755.0,2755.0,281.0,43.17,RDNA 3.0,2023,165,29762.666666666668
Radeon RX 5600 XT,6.0,1280.0,1620.0,1620.0,297.0,35.28,RDNA 1.0,2020,150,31489.729166666668
GeForce GTX 1660,6.0,1530.0,1830.0,1830.0,204.0,30.32,Turing,2019,120,24873.18918918919
GeForce GTX 1080,8.0,1607.0,1847.0,1847.0,279.0,40.44,Pascal,2016,180,56019.25
Radeon RX 590,8.0,1580.0,1600.0,1600.0,270.0,24.41,GCN 4.0,2018,175,18825.8064516129
GeForce GT 1030,2.0,1252.0,1506.0,1506.0,175.0,6.38,Pascal,2017,30,
Radeon RX 6600 XT,8.0,2188.0,2607.0,2607.0,274.0,42.95,RDNA 2.0,2021,160,38651.90625
GeForce RTX 2070,8.0,1410.0,1710.0,1710.0,229.0,41.94,Turing,2018,175,43462.75
GeForce RTX 4070 Ti,12.0,2310.0,2625.0,2625.0,308.0,82.62,Ada Lovelace,2023,285,95199.0447761194
Radeon RX 580,8.0,1257.0,1431.0,1431.0,298.0,23.01,GCN 4.0,2017,185,21861.52857142857
Radeon RX 580,8.0,1257.0,1393.0,1393.0,276.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce RTX 3070 Ti,8.0,1575.0,1875.0,1875.0,335.0,61.17,Ampere,2021,290,63590.19047619047
Radeon RX 5700 XT,8.0,1680.0,1980.0,1980.0,272.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce RTX 4060 Ti,8.0,2310.0,2565.0,2565.0,226.0,59.35,Ada Lovelace,2023,160,47786.545454545456
Radeon RX 6800,16.0,1700.0,,,305.0,57.54,RDNA 2.0,2020,250,90287.65853658535
GeForce GTX 1630,4.0,1740.0,,,170.0,12.98,Turing,2022,75,
GeForce GTX 750 Ti,2.0,1072.0,1150.0,1150.0,217.0,10.14,Maxwell,2014,75,
Radeon RX 6800,16.0,1700.0,2190.0,2190.0,310.0,57.54,RDNA 2.0,2020,250,90287.65853658535
GeForce RTX 3070,8.0,1500.0,1935.0,1935.0,318.0,58.04,Ampere,2020,220,57456.90140845071
GeForce GTX 970,4.0,1190.0,1342.0,1342.0,257.0,25.05,Maxwell 2.0,2014,150,
Radeon RX 6750 XT,12.0,2150.0,2600.0,2600.0,249.0,54.07,RDNA 2.0,2022,250,45807.4
Radeon RX 6700 XT,12.0,2321.0,,,281.0,51.62,RDNA 2.0,2021,230,67413.57142857143
Radeon RX 580,8.0,1257.0,,,270.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce RTX 3060 Ti,8.0,1410.0,1680.0,1680.0,256.0,53.15,Ampere,2020,200,47190.90540540541
Radeon RX 5500 XT,8.0,1647.0,1845.0,1845.0,215.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 6700 XT,12.0,2321.0,,,267.0,51.62,RDNA 2.0,2021,230,67413.57142857143
GeForce RTX 3060 Ti,8.0,1410.0,1785.0,1785.0,296.0,53.15,Ampere,2020,200,47190.90540540541
Radeon RX 6400,4.0,1923.0,,,162.0,19.85,RDNA 2.0,2022,53,
Radeon RX 5700 XT,8.0,1605.0,1980.0,1980.0,283.0,42.89,RDNA 1.0,2019,225,45489.32876712329
Radeon RX 5700 XT,8.0,1770.0,2035.0,2035.0,305.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 1070 Ti,8.0,1645.0,1733.0,1733.0,280.0,38.18,Pascal,2017,180,34830.5
GeForce RTX 4060 Ti,8.0,2310.0,2565.0,2565.0,237.0,59.35,Ada Lovelace,2023,160,47786.545454545456
GeForce RTX 4080,16.0,2205.0,2520.0,2520.0,337.0,89.97,Ada Lovelace,2022,320,131353.42253521126
GeForce GTX 1080 Ti,11.0,1569.0,1683.0,1683.0,300.0,48.29,Pascal,2017,250,61898.85294117647
GeForce RTX 2060,12.0,1365.0,1680.0,1680.0,268.0,36.76,Turing,2019,160,37083.05882352941
GeForce GTX 1070 Ti,8.0,1607.0,1683.0,1683.0,279.0,38.18,Pascal,2017,180,34830.5
Radeon RX 6750 XT,12.0,2150.0,2623.0,2623.0,322.0,54.07,RDNA 2.0,2022,250,45807.4
GeForce GTX 1050 Ti,4.0,1303.0,1417.0,1417.0,145.0,16.43,Pascal,2016,70,15100.314285714288
GeForce GTX 1070,8.0,1607.0,1797.0,1797.0,267.0,35.12,Pascal,2016,150,33152.86486486487
GeForce GTX 960,4.0,1241.0,1304.0,1304.0,267.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 980 Ti,6.0,1178.0,1279.0,1279.0,277.0,35.87,Maxwell 2.0,2015,250,
Radeon RX 580,8.0,1257.0,1380.0,1380.0,255.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce RTX 2060,6.0,1365.0,1830.0,1830.0,247.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 4060 Ti,8.0,2310.0,2535.0,2535.0,170.0,59.35,Ada Lovelace,2023,160,47786.545454545456
RTX A5000,24.0,1170.0,1695.0,1695.0,267.0,59.15,Ampere,2021,230,
GeForce RTX 4060 Ti,8.0,2310.0,2535.0,2535.0,250.0,59.35,Ada Lovelace,2023,160,47786.545454545456
GeForce GTX 1050 Ti,4.0,1328.0,1442.0,1442.0,203.0,16.43,Pascal,2016,70,15100.314285714288
Quadro RTX 4000,8.0,1005.0,1545.0,1545.0,267.0,39.72,Turing,2018,160,104270.0
GeForce RTX 3060 Ti,8.0,1410.0,1890.0,1890.0,318.0,53.15,Ampere,2020,200,47190.90540540541
Radeon RX 6600 XT,8.0,1968.0,2593.0,2593.0,240.0,42.95,RDNA 2.0,2021,160,38651.90625
Radeon RX 6600 XT,8.0,1968.0,2593.0,2593.0,282.0,42.95,RDNA 2.0,2021,160,38651.90625
GeForce GTX 970,4.0,1114.0,1253.0,1253.0,310.0,25.05,Maxwell 2.0,2014,150,
GeForce RTX 3090 Ti,24.0,1560.0,1965.0,1965.0,338.0,77.01,Ampere,2022,450,122757.8947368421
Radeon RX 6800,16.0,1700.0,2105.0,2105.0,267.0,57.54,RDNA 2.0,2020,250,90287.65853658535
GeForce GTX 1660,6.0,1530.0,1785.0,1785.0,224.0,30.32,Turing,2019,120,24873.18918918919
GeForce GTX 1630,4.0,1740.0,,,178.0,12.98,Turing,2022,75,
GeForce RTX 3060 Ti,8.0,1410.0,1770.0,1770.0,286.0,53.15,Ampere,2020,200,47190.90540540541
GeForce RTX 2070,8.0,1410.0,1830.0,1830.0,307.0,41.94,Turing,2018,175,43462.75
GeForce RTX 3070 Ti,8.0,1575.0,1770.0,1770.0,293.0,61.17,Ampere,2021,290,63590.19047619047
GeForce RTX 2080,8.0,1515.0,1890.0,1890.0,298.0,48.79,Turing,2018,215,72597.38235294117
Radeon RX 6400,4.0,1923.0,,,192.0,19.85,RDNA 2.0,2022,53,
GeForce RTX 4080,16.0,2205.0,2520.0,2520.0,352.0,89.97,Ada Lovelace,2022,320,131353.42253521126
